CLIENT_NUMBER,FEMALE,MALE,GENDER_UNKNOWN,MARRIED,DIVORCED,SINGLE,MARITAL_UNKNOWN,CHILD,YOUTH,ADULT,SENIOR,NON_SMOKER,UNDER_WEIGHT,NORMAL_WEIGHT,OVER_WEIGHT,OBESE,PROFESSION__ACCT,PROFESSION__AGET,PROFESSION__ANYS,PROFESSION__ARTD,PROFESSION__BCON,PROFESSION__DOCT,PROFESSION__INFO,PROFESSION__JUVE,NORM_Q1_BUY,NORM_Q2_BUY,NORM_Q3_BUY,NORM_Q4_BUY,NORM_PREM_PAID,notbuy,buy,propensity
0002188 ,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.0007497,0.66097032,0.33902968,0
0002193 ,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.03125,0,0,0,0.005,0.963178408,0.036821592,0
0002196 ,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.007,0.903644901,0.096355099,0
0002204 ,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09375,0.151515152,0,0,0.0034,0.915074079,0.084925921,0
0002206 ,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.02643,0.936175253,0.063824747,0
0002218 ,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.00736093,0.728884615,0.271115385,0
0002234 ,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.0067,0.902014854,0.097985146,0
0002235 ,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.0058,0.903766905,0.096233095,0
0002262 ,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.044,0.835441413,0.164558587,0
0002269 ,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.00716028,0.901967314,0.098032686,0
0002276 ,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.0066,0.937100804,0.062899196,0
0002285 ,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.0157,0.947343445,0.052656555,0
0002286 ,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.00081352,0.730393611,0.269606389,0
0002289 ,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.34375,0,0,0,0.01,0.886235666,0.113764334,0
0002360 ,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.011715,0.907379426,0.092620574,0
0002361 ,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03030303,0,0,0.025,0.845381412,0.154618588,0
0002363 ,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.05,0.961191622,0.038808378,0
0002372 ,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03030303,0,0,0.015,0.781142182,0.218857818,0
0002394 ,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.029,0.960041484,0.039958516,0
0002395 ,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.0028,0.831158264,0.168841736,0
0002419 ,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.025,0.95949091,0.04050909,0
0002432 ,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0,0.02782,0.919455341,0.080544659,0
0002438 ,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.01,0.893181205,0.106818795,0
50000813,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0.81509213,0.18490787,0
50000847,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0.072,0.827708474,0.172291526,0
50000925,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.2,0.933889931,0.066110069,0
50001036,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.00152,0.936780331,0.063219669,0
50001039,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.01,0.759702895,0.240297105,0
50001065,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.09375,0,0,0,0.00833487,0.932202924,0.067797076,0
50001081,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.28125,0.666666667,0.142857143,0,0.00251,0.605340195,0.394659805,0
50001090,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.09375,0,0,0,0.00818812,0.895784278,0.104215722,0
50001091,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.02,0.935489536,0.064510464,0
50001145,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.1875,0.393939394,0,0,0.001,0.882146284,0.117853716,0
50001154,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15625,0,0,0,0.0102111,0.852167826,0.147832174,0
50001175,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.03125,0.03030303,0,0,0.013,0.896946563,0.103053437,0
50001190,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.125,0.121212121,0,0,0.01368252,0.830133776,0.169866224,0
50001191,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.40625,0,0,0,0.0051068,0.78894085,0.21105915,0
50001209,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.066,0.93335656,0.06664344,0
50001234,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0.571428571,0,0.0165,0.905688593,0.094311407,0
50001235,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0.10750605,0.874000876,0.125999124,0
50001265,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.01845,0.761352788,0.238647212,0
50001298,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09375,0,0,0,0.41,0.879381732,0.120618268,0
50001357,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.0165,0.92964582,0.07035418,0
50001363,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0.960611071,0.039388929,0
50001425,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0.0018,0.926236992,0.073763008,0
50001431,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.011907,0.965951813,0.034048187,0
50001458,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0.428571429,0,0.36,0.863620267,0.136379733,0
50001467,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.03034643,0.831633148,0.168366852,0
50001491,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0294,0.3169917,0.6830083,1
50001495,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.15625,0.090909091,0,0,0.1,0.876799049,0.123200951,0
50001515,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.25,0,0,0,0.00833487,0.91704092,0.08295908,0
50001531,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.0006875,0.948211556,0.051788444,0
50001642,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.1,0.739987039,0.260012961,0
50001652,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.03125,0,0,0,0.04,0.953142705,0.046857295,0
50001675,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.10005,0.88403582,0.11596418,0
50001716,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.0034,0.946734617,0.053265383,0
50001739,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.0668,0.895631221,0.104368779,0
50001745,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.59375,0,0,0,0.016139,0.68045967,0.31954033,0
50001757,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.0198,0.833351391,0.166648609,0
50001765,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.09375,0,0,0,0.022,0.801218203,0.198781797,0
50001768,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.106175,0.821652634,0.178347366,0
50001772,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.15625,0,0,0,0.10005,0.908943725,0.091056275,0
50001779,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.01,0.940139948,0.059860052,0
50001817,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15625,0,0,0,0.00963,0.903895932,0.096104068,0
50001934,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,1,0.772849533,0.227150467,0
50001940,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.0904,0.776592446,0.223407554,0
50002003,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.005,0.926071804,0.073928196,0
50002005,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.01,0.810897721,0.189102279,0
50002093,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.006226,0.962848941,0.037151059,0
50002103,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0,0.003,0.968641513,0.031358487,0
50002112,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.04,0.961411378,0.038588622,0
50002154,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.09375,0,0,0,0.013125,0.89700678,0.10299322,0
50002155,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.04,0.944536601,0.055463399,0
50002160,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.00189515,0.936754369,0.063245631,0
50002169,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.014574,0.938759112,0.061240888,0
50002175,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.1,0.963078704,0.036921296,0
50002192,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.004,0.966866218,0.033133782,0
50002193,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.40625,0,0,0,0.0084815,0.811661468,0.188338532,0
50002210,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.0217209,0.927990948,0.072009052,0
50002215,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.006515,0.946550791,0.053449209,0
50002229,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.00627475,0.966780971,0.033219029,0
50002232,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.013,0.96590979,0.03409021,0
50002247,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.02,0.938393643,0.061606357,0
50002249,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.04,0.943536442,0.056463558,0
50002260,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.02,0.960442914,0.039557086,0
50002262,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.032549,0.934599066,0.065400934,0
50002267,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.015,0.966452023,0.033547977,0
50002295,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.001759,0.945870064,0.054129936,0
50002296,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.021096,0.960394236,0.039605764,0
50002297,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.006226,0.9667828,0.0332172,0
50002303,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.00029386,0.936865118,0.063134882,0
50002304,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.00028528,0.936865711,0.063134289,0
50002305,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.04,0.934064951,0.065935049,0
50002307,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.04,0.944536601,0.055463399,0
50002310,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.000308,0.91287412,0.08712588,0
50002312,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.0060515,0.946578182,0.053421818,0
50002314,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.00627475,0.838119397,0.161880603,0
50002316,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.02,0.935489536,0.064510464,0
50002319,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.004,0.966866218,0.033133782,0
50002323,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.01,0.937312663,0.062687337,0
50002326,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.15625,0,0,0,0.08,0.961680574,0.038319426,0
50002328,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.00735366,0.937494085,0.062505915,0
50002333,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.01,0.937312663,0.062687337,0
50002335,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.02,0.934569194,0.065430806,0
50002348,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.00044648,0.925134499,0.074865501,0
50002349,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.0261181,0.966028304,0.033971696,0
50002350,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.0072,0.945543667,0.054456333,0
50002352,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.00174,0.939615497,0.060384503,0
50002357,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.00714,0.940327717,0.059672283,0
50002359,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.00098224,0.633845961,0.366154039,0
50002372,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.03125,0,0,0,0,0.941228026,0.058771974,0
50002382,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15625,0,0,0,0.05436043,0.897531326,0.102468674,0
50002384,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.09375,0,0,0,0.00078223,0.952194907,0.047805093,0
50002386,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.198,0.93403405,0.06596595,0
50002397,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.0072,0.869451334,0.130548666,0
50002402,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.09375,0,0,0,0.0070809,0.958429438,0.041570562,0
50002404,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.032549,0.927140981,0.072859019,0
50002405,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.02,0.959717357,0.040282643,0
50002409,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.04,0.935221364,0.064778636,0
50002411,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.00682619,0.937530187,0.062469813,0
50002412,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.01,0.937312663,0.062687337,0
50002413,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.03,0.93592558,0.06407442,0
50002415,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.03125,0,0,0,0.00098224,0.861543788,0.138456212,0
50002416,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.04008792,0.937022811,0.062977189,0
50002428,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.004,0.929362263,0.070637737,0
50002431,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09375,0,0,0,0.05,0.948952205,0.051047795,0
50002443,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.0060515,0.946578182,0.053421818,0
50002447,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.00627475,0.838119397,0.161880603,0
