Source,Tweet Source,Company,Review Date,User Location,Review
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Delhi,"My car plan with bajaj and i have to say this, the services is really bad. Claims and coverage is not that work, instead of that extra money have pay. Experience is not so good. Please improve your service.

"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Amritsar,"My policy plan of car is really very bad. The policy coverage, claims, service all don't work. If there is an emergency no response is from other side to resolve the problem. I want to close this policy plan.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Bijnor,"My investment is waste of time and waste of money in car policy with general insurance. The service is like walking turtle. Claim is that which never you get. I'm really suffering with my policy.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Delhi,"My policy is not good at all. Policy coverage for car damage is nothing and even you have to pay the bill including toe car service. The service is slow and claim term is not exist in policy. Not satisfied.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Mumbai,I have car plan with bajaj insurance. The plan is superb with low premiums. Claims is Rs.2 lakh and coverage for car is full damage except interior parts. Toe up the car is chargeable. The service is good which is provided by garages.
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Delhi,"Car plan i have is not working for me. Even i think it not do anything for anyone. The service is really very slow but the toe car is free. The claims and coverage is not that good, extra money is pay at recovery time.

"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Delhi,"My car plan is great with low premium. The facility of toeing the car is absolutely free. Claims is Rs.2 lakh and coverage is for full damage including fiber and intertor parts. I'm happy with my policy.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Kolkata,"I have car insurance but the policy is not good. Claims and coverage is zero and the service is bad. Please give me my money back and do some work on this policy to sale this to others.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Gurgaon,"The plan i have for my car is really really bad policy. I personally suggest never take this one. No returns, service never on time. I'm having worst experience with it. Return my money.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Bengaluru,"I want my money back, all of it. The investment is high and in return the service you provided is not good. No coverage and no claims. I'm really disappointed. Please return my money.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Mahendergarh,"All I can say is not good. I m not happy with your policy. The service is bad and no returns. You must do something otherwise i close my policy.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Gurgaon,"My car policy is with general insurance but the policy is not working for me. The service is slow and the coverage is 20%. The claim is Rs.35000 but the toe car facility is chargeable. Not satisfied.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Noida,"My car plan is really bad one. Nothing is facilitate on time. No claims, no policy coverage, nothing. Very bad experience with it. Do something regarding to this or i close the plan.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Delhi,"I have my car insurance but not good at all in any case. The claims take ages to clear. The policy coverage is nothing in fact additional amount is pay for recovery. The service is really bad.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Delhi,"My car policy is from bajaj. The coverage is for only main parts like engine. Service is not that good but the premium is less. Garages are few but all are working. An average policy according to me. 
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Delhi,"Policy coverage is 60% and premium is Rs.999 per month. Claim is approx. Rs.2 lakh. The service provided is slow and never on time. No toe facility is there. I don't like the policy.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Navi_mumbai,"My bajaj allianz car insurance is the best. I'm not saying because of reading the brochure but through personal experience. The pick and drop facility is provided from door and this cost nothing. Good service provides, happy with this.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Delhi,"My car policy is bad, i mean really bad experience with it. I have to wait around four hrs for toe the car and then the repairing take's more hrs. Then i found that my claiming is less and i have to pay. Not good at all.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Belgaum,"My car insure with bajaj allianz car insurance. The policy is providing door step service and the claims are high around three lakh. Policy coverage is not for the fiber and interior parts. Decent policy, manageable.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Delhi,"My car insurance is very poor. The service is very very slow and the coverage of the policy is nothing. Claims is the matter in which no one listen to you. Really bad experience.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Delhi,"I had bajaj allianz car insurance and having very bad experience with it. The services is very slow and the returns is negligible. No coverage of car damages and claims take months to sanction.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,7-Feb-16,Delhi,"My car is secure and safe with allianz insurance. The coverage is high and claims are three lakh. Premium is low and the service is fast. Happy with the plan but please provide toe facility for free.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,6-Feb-16,Chandigarh,"I took the car insurance through an agent of policybazaar. First i doubt in some fields but when i got my first service, realise that i take the right decision. The service up to mark and real fast. My car is pick and drop at my house and that all is included in the terms of policy.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,6-Feb-16,Rohtak,"Recently my car got crash, thank god i have insurance and the whole car is recovered and i don't have to pay a single rupee. Great work with fast service. I really appreciate the work.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,6-Feb-16,Pune,"Buy car insurance by bajaj and the plan is covering damage but not the fiber part. The policy have low premiums but the claim is 80-90%. Garages are around eight thousnad in number for providing marvelous service.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,6-Feb-16,Delhi,"Having car policy from bajaj. The policy is really very good. Coverage is for full damage and the toe options is there for free of cost. Garages many for better and fast work. Fine policy with low premiums.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,5-Feb-16,Visakhapatnam,"Buy a policy by bajaj allianz. The service you provide is good. Policy claims are the best (90%), coverage is almost for full damage just not for the interiors. Cashless garages is nicely working. Good policy with low premiums.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,5-Feb-16,Faridabad,"Bajaj provide great deals with nice benefits. I took car insurance, policy coverage is high with low premiums, even the toe service is provided without any cost. Claims are 70% with free car service. Nice package.

"
Web,Not Applicable,Bajaj Allianz Car Insurance ,5-Feb-16,Bengaluru,"Recently i buy new car and offcource buy car insurance also from bajaj general. The policy having great benefits like policy coverage is high, claims are 90% on the scene with fast service. Even the toe facilities are also available for free.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,5-Feb-16,Ghaziabad,"I have car insurance with bajaj allianz. The policy is good, policy coverage is full percent of damage. Claims are instantly given by few paper works. Cashless garages are 90% available for great services. Good policy package.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,5-Feb-16,Delhi,"Buy car insurance by bajaj allianz. The policy is awesome with great benefits like toe facilities without any charges. Policy cover 89% of damage except interior parts. The claims are high as respect to premiums. Nice deal
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,5-Feb-16,Hyderabad,"I found very fine policy on internet and I buy it on the spot from bajaj insurance. The policy coverage is good, the claims are even better around 90%. Customer services are the best as compare to others. Really great deal...
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,5-Feb-16,Valsad,"Recently got my car insurance with bajaj. The service providers are so good in there work and gave all this on time. Policy cover all the part in coverage except fiber parts and car interior too. Claims are 80% of damage and easy to get. Good policy with low premiums.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,5-Feb-16,Delhi,"Buy car policy from allianz general. The policy provide great service which always on time. The policy cover all the damages including fiber parts. The toe facility is also available with free of cost. Claims are around 89%. Good insurance for car.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,5-Feb-16,Gurgaon,"Purchase car plan by allianz insurance. The policy provide me great coverage for all parts except fiber one. The claims are 90% of the damages on the spot. The procedure is really very easy that why i gave full star to you guys. Great work. 

"
Web,Not Applicable,Bajaj Allianz Car Insurance ,3-Feb-16,Hyderabad,"Recently purchase a car insurance from Bajaj Allianz General Insurance. The claim is 80-90% of the damage and the claim period is short which gives relaxation of regular life. The service is excellent and no problem with the car. Must say, good job guys...

"
Web,Not Applicable,Bajaj Allianz Car Insurance ,3-Feb-16,Delhi,"I was looking for a car insurance for long time and finally got it from Bajaj Allianz General Insurance. The claim is for all parts but not for fibre once. The services are great and the coverage is really very good. The number of garages are high which easily take care of the car.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,3-Feb-16,Delhi,Spend money for good ploicy. Purchase car insurance form Bajaj Allianz General Insurance. The policy is great in low premium and the services are fair enough. The claim is about 85% and the coverage is very nice. Good investment for the furture. Like the policy very much...
Web,Not Applicable,Bajaj Allianz Car Insurance ,3-Feb-16,Chennai,"I got insurance for my car from Bajaj Allianz General Insurance. They provide the best benefits rather then others. The premium is low but the claim it quite good. The service is great and the toe facility is provided without any charges. Happy with your services. 
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,2-Feb-16,Delhi,"I bought car insurance from Bajaj Allianz General Insurance. They provide the best deal in reasonable price. My whole car is secure even the interer. Rs25000 per annum only for my car insurance. She is safe and secure now. Thank you Bajaj Allianz. 

"
Web,Not Applicable,Bajaj Allianz Car Insurance ,1-Feb-16,Shahdol,"I did renew my car insurance by Bajaj Allianz Car Insurance. Actually it comes in my budget so went for tata aig. I compared online from other insurance companies but I found good Bajaj Allianz. I will recommend to my all friends who have low budget.  
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,1-Feb-16,Delhi,"I got my car insured by Bajaj Allianz insurance company. I was little bit bothered before purchasing policy but you guys made my work very easy. The service of Bajaj Allianz insurance company  is very awesome. I always recommend this company to my friends.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,1-Feb-16,Pune,"bajaj Allianz is the best motor insurance company ever. No need to say more about bajaj Allianz insurance Company . Nam hi kafi hai. Guys! Go for it you will see the difference from other insurance companies.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,1-Feb-16,Delhi,"I purchased car insurance from Bajaj Allianz Car Insurance for my 2nd hand car. First, I compared to all other car insurance companies but I found bajaj Allianz Car insurance in my budget. Low budget and good services.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,1-Feb-16,Bengaluru,"Recently I buy insurance for my car from Bajaj Allianz General Insurance. They provided me great deal. Eccept fiber part the whole car is insure and in natural cause the whole damage is managed by the company. Even the toe service also provided without any cost. Good service with great benefits.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,31-Jan-16,Delhi,"I got my car insured with the Bajaj Allianz insurance company.  The services are very fast and excellent.  I do not have any issue with their services. 
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,31-Jan-16,Delhi,"I always prefer to purchase insurance from a brand but my friend suggested me Bajaj Allianz General insurance. I did not receive my documents within time so my first experience was very bad with insurance company. Services are average of Bajaj Allianz Car insurance.
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,30-Jan-16,Thane,"I have my car insured with Bajaj Allianz General Insurance In condition of theft and any kind of damages the they provides almost coverage value around (75-90)%. They are very prompt in sending alert mails before payment. While I was with them, I am happy.  
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,30-Jan-16,Ghaziabad,I purchased alto 800 before one year. I have not been in an accident so I can not tell you about coverage but the services of the Bajaj Allianz car insurance company is the awesome. Thanks for good service.
Web,Not Applicable,Bajaj Allianz Car Insurance ,30-Jan-16,Kurukshetra,Bajaj Allianz General Insurance is near to my place and this is one of the reasons to take the car insurance policy. All companies are same in regards to benefits and features. Normal plan it is and the premium is very less. Plastics and fiber parts are not covered instead it just cover engine parts.
Web,Not Applicable,Bajaj Allianz Car Insurance ,29-Jan-16,Gurgaon,"Recently I purchased Bajaj Allianz car insurance for my new car. It was very convenient and easy to buy. It has very good coverage and great service. I had break down while travelling then company provides me full recovery without any charges.  I'm very happy with the service provided . :) 
"
Web,Not Applicable,Bajaj Allianz Car Insurance ,18-Dec-15,Mumbai,"Recently I purchased Bajaj Allianz car insurance for my new Honda city. I was very happy with policy of insurance company. Buying bajaj car insurance via PolicyBazaar was easy, hassle free and time saving. :)
"
Web,Not Applicable,Bharti Axa Car Plan ,21-Oct-16,Shajapur,The plan for my car is very beneficial and the paybacks are really very high. Service is fast and the garages are giving services 24X7 to the customers. Tow facility is absolutely free of cost and at any location.
Web,Not Applicable,Bharti Axa Car Plan ,5-Oct-16,Chaksu,Everyone need a car insurance by his choice or not. I have one from bharti axa general insurance company. Service is fabulous and on time. Coverage is maximum and claims are easy to sanctioned. Online renweals are more easy and simple anyone can do it easily.
Web,Not Applicable,Bharti Axa Car Plan ,28-Sep-16,Nagpur,Bharti AXA car insurance is my insurance policy. Service is much much better than anybody. Executives work very hard to solve each and every query of the client. Policy coverage and claims are high and premium is very less. Garages are many in numbers which reduced the waiting time and even tow facility is for free at any location.
Web,Not Applicable,Bharti Axa Car Plan ,26-Aug-16,Bhuj,"My friend suggested me a car insurance policy for my new car, so i took from bharti axa general insurance. Superb customer service given by the insurance company with well behaviour. Car tow service is absolutely free of cost and except tires whole vehicle is secured."
Web,Not Applicable,Bharti Axa Car Plan ,23-Aug-16,Guna,I have car insurance which come's in very low premium and it has good policy coverage and claims are simply sanctioned. Service provided by you is awesome. Tow car service is absolutely free of cost and at any location.
Web,Not Applicable,Bharti Axa Car Plan ,3-Jun-16,Hissar,"""Thanking you very much for your support for getting our policy quickly, I would appreciate your work."""
Web,Not Applicable,Bharti Axa Car Plan ,3-Jun-16,Hissar,"""Thanking you very much for your support for getting our policy quickly, I would appreciate your work."""
Web,Not Applicable,Bharti Axa Car Plan ,17-Apr-16,Delhi,Santro XP 2004 model
Web,Not Applicable,Bharti Axa Car Plan ,19-Feb-16,Faridabad,If you have lot of money and are least bothered for claim plz go fr it. They will give you incomplete information fr meeting sales target
Web,Not Applicable,Bharti Axa Car Plan ,12-Feb-16,Udaipur,ok.
Web,Not Applicable,Bharti Axa Car Plan ,8-Feb-16,Buldhana,"My car insurance is very good because the service is good and claim, policy coverage is also high. Toe facility is provide where ever car broke down occur. Approx. Rs.1.3 lakh is recovery amount.


Plan Name: Smart Drive
Agent Code: BPW00186"
Web,Not Applicable,Bharti Axa Car Plan ,7-Feb-16,Patna,"My car policy is good enough to stick with it. Claims is not much but around Rs.1.7 lakhs and policy coverage is 60-70%. The service is the best, quick and on time. The toe up the car is also available but charges apply.


Plan Name: Smart Drive (D + RSA)
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,7-Feb-16,Delhi,"I have car insurance plan from axa general. The policy provide anywhere toe service for free. The coverage is also good even the fiber parts are also included. The experience is good till now rest see in further.
"
Web,Not Applicable,Bharti Axa Car Plan ,7-Feb-16,Raigarh,"I have car plan and the insurer giving good benefits. The fiber and interior parts also included in recovery. The toe car service is provided from anywhere. I really appreciate you work. Nice policy with low premium.
"
Web,Not Applicable,Bharti Axa Car Plan ,7-Feb-16,Bengaluru,"My car is secure with bharti general insurance. Claim is Rs.3.2 lakh and the coverage is for full car. Toe facility is also available without any extra charges. Service is super sonic fast and on time when needed.
"
Web,Not Applicable,Bharti Axa Car Plan ,7-Feb-16,Bengaluru,"I have car insurance which have some good points like toe facility, premium is low, policy coverage is high but not for interior part, claims are around 80% but take some days or week for clearance. Nice plan i like it.
"
Web,Not Applicable,Bharti Axa Car Plan ,7-Feb-16,Gurgaon,"I have car insurance with axa. My car plan is an average policy. The premium is low but the returns also low. Policy coverage is not for the fiber parts. Claim is Rs.2 lakh and the service is slow.Few garages working in many.
"
Web,Not Applicable,Bharti Axa Car Plan ,7-Feb-16,Navi_mumbai,"My car is insure with bharti axa. The policy coverage is not for fiber parts. The service is superb and the toe facility is provided without any charge. Claim Take's time to sanction. Okay policy with nice benefits. 
"
Web,Not Applicable,Bharti Axa Car Plan ,7-Feb-16,Gurgaon,"My car insurance is really cool. The toe facility is of free of cost and premium is low. Policy cover whole coverage of the car damages. After the service the become new one. Great service, I'm loving it.
"
Web,Not Applicable,Bharti Axa Car Plan ,7-Feb-16,Bengaluru,"My car policy is average one with low premium. The car service provided is not that good but the coverage is nice except the fiber and interior parts. The count of the garages are less which working properly.

Plan Name: Smart Drive
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,7-Feb-16,Noida,"Bharti axa is insurer for my car insurance. The policy is good but i'm not saying that service is best but good enough to provide on time. The claims and coverage is also good with toe facility but charges may apply. 


Plan Name: Smart Drive (D + RSA)
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,7-Feb-16,Delhi,"The company pay the whole bill for my car repairing and the door service is provided. My car become new one in looks and in drive too. I'm really happy with your hospitality. Satisfied...


Plan Name: Smart Drive
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,7-Feb-16,Mumbai,"My car is secure with general insurance but the service is bit slow that's why last time i had some delay in repairing. Rather then this i'm happy with the policy. Even toe facility is free of cost.

Plan Name: Smart Drive
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,6-Feb-16,Gurgaon,"I have insurance for my car. Through the policybazaar agent i buy the policy. The recovery is fast and service is superb. Toe facility is of free of any charge. Had great experience with you guys. Thank you.


Plan Name: Smart Drive (D + RSA)
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,6-Feb-16,Delhi,"My car is secure with axa. Last month i had an accident but thank god i have policy which recover my whole car and i don't have to pay. Even the toe facility is provided but it is not for free. Happy with the policy.


Plan Name: Smart Drive (D + RSA)
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,6-Feb-16,Bhavnagar,"Have car insurance and really bad experience with it. The Policy coverage and claims are very less. Garages are not working properly as the service is real slow. Not happy at all.


Plan Name: Smart Drive (D + RSA)
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,6-Feb-16,Ghaziabad,"Axa secure my car from future damage. Coverage is for whole damage but not for interiors. The claim easily processed and get in few weeks. For the good and fast service, there are huge range of garages which provide great recovery and service.


Plan Name: Smart Drive(RSA+D+COC)
Agent Code: BPW01136"
Web,Not Applicable,Bharti Axa Car Plan ,6-Feb-16,Chennai,"Bharti general provide me great policy for my car. The toe facility is there without taking any charges. The whole car is cover under claims except fiber and interior parts. The services are on time.


Plan Name: Smart Drive (D + RSA)
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,6-Feb-16,Delhi,"Bharti axa provide me car insurance and the premium is low but the policy coverage is also low. The claim is one lakh around but it take some time because of slow sevicve. The garages are many for good and clean service.

Plan Name: Smart Drive
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,6-Feb-16,Bengaluru,"I m tension free for my car because of my car policy from axa general. The coverage is full except fiber and interior part. The claims are processed in few days. The toe facility is also provided free of cost. Good policy, satisfied.


Plan Name: Smart Drive
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,6-Feb-16,Gandhinagar,"I have my car insurance from bharti axa. The policy covers whole damage except interiors. The toe facility is available for free of cost. Claims are approved in few days with great response and care. Awesome policy.

Plan Name: Smart Drive (D + RSA)
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,6-Feb-16,Bengaluru,"I have car insurance from axa general. The policy coverage is 89% and the whole damage is included in the policy. The Claims are good with low premiums. The toe facility is provided and many more. Good car policy.


Plan Name: Smart Drive(RSA+D+COC)
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,5-Feb-16,Secunderabad,"I buy car plan from axa general insurance. The policy coverage is low but the services are really good and fast. The claims are 30-40% and cashless garages are 90 percent in the city. Okay policy not very good.

Plan Name: Smart Drive
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,5-Feb-16,Bareilly,"Bharti insurance provide me good policy for my car with good benefits. Policy cover 70-80% damage with toe facility. Claims are simple to apply and easily get on time. Cashless garages are high with great service. Nice policy

Plan Name: Smart Drive (D + RSA)
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,5-Feb-16,Delhi,"I got car insurance with AXA. The policy provide full coverage of car even the toe facility is absolutely free. The claims are one which is easiest part, even the cashless garages are high in amount with great service. Nice policy.

Plan Name: Smart Drive (D + RSA)
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,4-Feb-16,Bengaluru,"I have car insurance by bharti axa. The policy provide great benefits with low premiums. Coverage and claims is around 70-85%. But not for the interior and fiber parts. The cashless garages is okay in numbers but good service.

Plan Name: Smart Drive (D + RSA)
Agent Code: BPW01745
"
Web,Not Applicable,Bharti Axa Car Plan ,4-Feb-16,Ghaziabad,"I have car insurance plan with Bharti AXA General Insurance. The plan is average. Premium is low with less paybacks. Service is slow and policy coverage is 50%. Take month to process clearing claims. An average policy I say. 

Plan Name: Smart Drive
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,4-Feb-16,Bengaluru,"I have car insurance from Bharti AXA General Insurance. The policy covers 70% damage. The customer service is  good. I'm disappointed with claiming experience, around one month I have to wait for claim of my car insurance.

Plan Name: Smart Drive
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,4-Feb-16,Pune,"Searching is stop now, finally got a fair policy which give me the best benefits with great services. The coverage is low around 50-60%. That's little sad but okay because the services are good. 

Plan Name: Smart Drive(RSA+D+COC)
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,4-Feb-16,Pune,"I have the car insurance policy with the Bharti AXA General Insurance and I been with them from the last one year. The services are good with them but the coverage is small. They have taken more time to resolve my claims. The experience was not so good but overall the service is nice.

Plan Name: Smart Drive
Agent Code: BPW01745"
Web,Not Applicable,Bharti Axa Car Plan ,3-Feb-16,Rangareddy,"I'm having the car insurance with the Bharti AXA General Insurance. The service they provide is great. The number of garages is very high all over the country. The premium is high but worth it because all the part are insure except fibre part. Good plans...

Plan Name: Smart Drive
Agent Code: BPW00186
"
Web,Not Applicable,Bharti Axa Car Plan ,30-Jan-16,Delhi,"I bought a new car and dealer has given the car insurance along with my car. It is a normal plan. It is infact compulsory. Premium is very high and I am paying 22 thousand. Car insurance is little bit expensive at Bharti AXA General Insurance but it will worth it.

Plan Name: Smart Drive
Agent Code: BPW00186"
Web,Not Applicable,Bharti Axa Car Plan ,29-Jan-16,Kolkata,"Few days befor i'm very confused among car policies. Then my friend suggest me Bharti AXA General Insurance. I'm really very happy that i took my friend advise. It is very good and conveinent car insurance.  The service is really good and on time. I'm happy :)
Plan Name: Smart Drive
Agent Code: BPW00186"
Web,Not Applicable,Bharti Axa Car Plan ,29-Jan-16,Thane,"I purchase car insurance from Bharti AXA General Insurance. It is really realiable in rates and the service is awesome. It cover's almost all damage and provide best service. I'm happy to buy this great insurance for my car.

Plan Name: Smart Drive
Agent Code: BPW00186"
Web,Not Applicable,Bharti Axa Car Plan ,29-Jan-16,Gurgaon,"Last month my parents bought me new car but they didn't buy the insurance for it. Then i tell them the benefits of car insurance. Bharti AXA General Insurance gave us the best policy in best price. Now i'm tension free. The service is great and the coverage is 70%-90%. Me and my family happy with the insurance and policy.  

Plan Name: Smart Drive
Agent Code: BPW00186"
Web,Not Applicable,Bharti Axa Car Plan ,18-Dec-15,Nagpur,"One year back, I bought online Bharti Axa car insurance for my Ford Fiego via PolicyBazaar. It was to expire and I forgot, but PolicyBazaar called me for renewal and saved my lots of money. 
"
Web,Not Applicable,Cholamandalam Car Insurance Plan ,2-Aug-16,Lakhanpur,Recently purchased car insurance plan through cholamandalam MS insurance. The service given is fantastic and the tow facility is also there in need without taking any charges. The car tires and interiors of the car is not included in the insurance policy.
Web,Not Applicable,Cholamandalam Car Insurance Plan ,21-Jul-16,Jalpaiguri,"Car insurance is very important now, I buy cholamandalam insurance for my new car in low investments. Service of the cholamandalam is perfect, even tow facility is for free of cost at any location. Quantity of garages is also high in number which reduces waiting."
Web,Not Applicable,Cholamandalam Car Insurance Plan ,5-Jul-16,Panna,"I have car insurance plan. Good policy coverage, low premiums. Service is fast and tow car facility is there for free. Good number of garages are there for 24X7 service for customers. Plan cover whole vehicle except fiber parts and tire of the vehicle."
Web,Not Applicable,Cholamandalam Car Insurance Plan ,24-Jun-16,Agartala,The car insurance plan for my new car come's in low premiums and the claims are easily sanctioned due to fast service given by the company members. The policy coverage is good and except fiber parts the whole car is insured. Tow facility for car is available at any locations.
Web,Not Applicable,Cholamandalam Car Insurance Plan ,17-Jun-16,Mumbai,"My cholamandalam car insurance plan is the best. Policy coverage is high ~90% and the claims are high. Investments are low but returns are many like tow car facility is free and the number of garages are high and service is fast and time. Good investment for future, Even accidental death benefits are for driver/policyholder."
Web,Not Applicable,Cholamandalam Car Insurance Plan ,17-Jun-16,Panipat,"My car insurance policy is with  cholamandalam ms general insurance. Insurance policy is very good and fair enough according to premiums. In low investments I got huge benefits. Like tow car facility for free, number of garages are high due to which the servicing get easy and fast too. The accidental death benefits is for driver/owner.
"
Web,Not Applicable,Cholamandalam Car Insurance Plan ,17-Jun-16,Pondicherry,I bought car insurance policy from cholamandalam ms general insurance. Policy coverage is 91% and the claims cover the whole car damages including the fiber parts. Service provided by the executives is good with nice and calm behaviour. The updates are mailed to me regularly.
Web,Not Applicable,Cholamandalam Car Insurance Plan ,17-Jun-16,Pune,"Policy coverage is ~89% and the premiums are low but the service is bit slow and the fiber parts are not included in the insurance policy. Good number of garages are working under this plan. Good work, cholamandalam car insurance, inbuilt accidental death benefits."
Web,Not Applicable,Cholamandalam Car Insurance Plan ,17-Jun-16,Ranikhet,"I have cholamandalam car insurance plan like every one else have in this risky time. Policy coverage is 79% and claims are good but not for fiber parts and the interior of the car. Service is okay and the number of garages are high in number as well as ratio. Good future investment, accidental death benefits for driver/owner."
